# Original Entry By: Andrew Maitland
# Entry Date: Feb 2013

# COMMENT: Bite Secondary?
Adaro	SOURCEPAGE:p.7
	BONUS:STAT|INT|4
	BONUS:STAT|WIS|2
	BONUS:STAT|CHA|8
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
	AUTO:LANG|Aklo (cannot speak)

Carbuncle	SOURCEPAGE:p.43
	CR:1
	XP:400
	KIT:1|TN
	SIZE:T
	RACETYPE:Magical Beast
	VISION:Darkvision (60')|Low-Light Vision
	BONUS:COMBAT|AC|2|TYPE=NaturalArmor
	MONSTERCLASS:Magical Beast:2
	MOVE:Walk,20
Bite +1 (1d3-3)
	BONUS:STAT|STR|-6
	BONUS:STAT|DEX|-4
	BONUS:STAT|CON|2
	BONUS:STAT|INT|-4
	BONUS:STAT|WIS|2
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 



Carnivorous Crystal	SOURCEPAGE:p.44
	CR:11
	XP:12,800
	KIT:1|TN
	SIZE:M

	RACETYPE:Ooze (earth, extraplanar)
	VISION:blindsight 120
	12|TYPE=NaturalArmor
	MONSTERCLASS::16
	DR:10/-
	MOVE:Walk,10,Climb,10
	NATURALATTACKS:,Natural.Melee.Weapon,*,
Slam +18 (7d8+9/18-20 plus entrap)
	BONUS:STAT|STR|12
	BONUS:STAT|DEX|-10
	BONUS:STAT|CON|8
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|-10
	BONUS:STAT|CHA|-10
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 

Crystallize (Ex) A creature entrapped by a
carnivorous crystal's attack must succeed at a
DC 22 Fortitude save each round or become
helpless. If a helpless creature fails this save,
it becomes petrified as its body crystallizes. In
1d4 hours, the petrified victim shatters and a new
carnivorous crystal emerges from the remains.
The save DC is Constitution-based.
Razor Sharp (Ex) A carnivorous crystal's Slam attack
deals devastating piercing and slashing damage,
and threatens a critical hit on a roll of 18, 19, or 20.
Subsonic Hum (Su) An active carnivorous crystal
gives off supernatural sonic vibrations. Any
living creature starting its turn within
this aura must succeed at a DC 22 Fortitude save or be
stunned for 1 round. A creature that successfully saves
cannot be affected by the same carnivorous crystal's
subsonic hum for 24 hours. This is a sonic mind-affecting
effect. The save DC is Constitution-based.
Natives of the endless caverns of the Plane of Earth,
carnivorous crystals normally lead quiet existences,
subsiSting on minerals leeched from the surrounding
rock. Living creatures, however, provide a veritable feast,
as devouring the minerals in their bones and blood
allows a crystal to reproduce in mere hours instead of
years. Though lacking in anything that could be called
intelligence, carnivorous crystals sense the living, and
hunger for the sustenance trapped within their bodies.
On the Plane of Earth and in the deepest caverns of
the Material Plane, ancient carnivorous crystals grow
without bounds, reaching incredible sizes.
45
Illustration by Andrew Hou
Carbuncle-Carnivorous Crystal
Caryatid Column	SOURCEPAGE:p.45
With its feet planted firmly together, this marble statue of a female
warrior holding a stone sword rises up to support the ceiling.
CARYATID COLUMN
	CR:3
	XP:800
	KIT:1|TN
	SIZE:M
	RACETYPE:Construct
	VISION:Darkvision (60')|Low-Light Vision
Perception +0
DEFENSE
		BONUS:COMBAT|AC|
14, touch 9, flat-footed 14 (-1 Dex, +5|TYPE=NaturalArmor
	MONSTERCLASS::
36 (3d10+20)
Fort +1, Ref +0, Will +1

	DR:5/-
Immune construct traits, magic
Defensive Abilities shatter weapons
OFFENSE
	MOVE:Walk,20
	NATURALATTACKS:,Natural.Melee.Weapon,*,
mwk longsword +8 (1d8+4/19-20)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 18, Dex 9, Con -, Int -, Wis 11, Cha 1
Base Atk +3
CMB +7
CMD 16 (cannot be disarmed)
SQ statue
ECOLOGY
Environment any
Organization solitary, pair, or colonnade (6-11)
Treasure standard (masterwork longsword,
other treasure)
SPECIAL ABILITIES
Immunity to Magic (Ex) A caryatid column
is immune to any spell or spell-like ability
that allows spell resistance. In addition,
certain spells and effects function differently
against the creature, as noted below.
. A transmute rock to mud spell deals 1d6 points
of damage per caster level to a caryatid
column, with no saving throw.
. Transmute mud to rock immediately heals
any and all damage currently suffered by a
caryatid column.
. A stone to flesh spell does not actually change
the column's structure but negates its damage
reduction and immunity to magic for 1 round.
Shatter Weapons (Ex) Whenever a character
strikes a caryatid column with a weapon
(magical or nonmagical), the weapon takes
3d6 points of damage. Apply the weapon's
hardness normally. Weapons that take
any amount of damage in excess of their
hardness gain the broken quality.
Statue (Ex) A caryatid column can
stand perfectly still, emulating a
statue (usually one that is holding
up the ceiling, like a carved
column). An observer must succeed at a DC 20 Perception
check to notice the caryatid column is alive. If a caryatid
column initiates combat from this pose, it gains a +6 bonus
on its initiative check.
Caryatid columns are the lesser cousins of true golems,
constructs created by spellcasters to guard objects or areas.
Unlike true golems, caryatid columns cannot be made
into shield guardians, but they are often used in greater
numbers because of their relatively inexpensive creation
cost. Each caryatid column is programmed to guard an
object or area when created, and once set, this command
cannot be changed. Caryatid columns are often given
specific parameters concerning whom to ignore and whom
to attack, but since they have no special form of
detection, such restrictions can be overcome
with disguises if the parameters are known.
A caryatid column stands 7 feet tall and
weighs 1,500 pounds. Caryatid columns are always
equipped with a masterwork weapon that appears to
be made out of stone as long as the construct remains
in statue form. The weapon can be recovered after
a caryatid column has been defeated. Arming
a caryatid column with magical weapons is
expensive but feasible-even the most powerful
of magic weapons appear as nothing more than
stone when held by a caryatid column. Since a
weapon held in this manner does not radiate
magic, many use this trait as a method to
hide potent or powerful weapons from both
casual observation and study via detect magic.
True seeing reveals such disguised weapons for
what they really are. Often, only particularly
powerful caryatid columns (typically those with
advanced Hit Dice, but rarely those made much
larger than
	SIZE:M
	size) are entrusted with the
care and protection of such weapons. Of course,
the constructs themselves make full use of any
magic weapons they are given to guard.
CONSTRUCTION
A caryatid column's body is carved from a single
2,000-pound block of stone, such as granite or
marble. The stone must be of exceptional quality,
and costs 2,000 gp.
CARYATID COLUMN
CL 9th
Price 12,000 gp
CONSTRUCTION
Requirements Craft Construct, lesser geas,
polymorph, shatter, caster must be at least
9th level
Skill Craft ( sculpting) or Craft
(stonemasonry) DC 15
Cost 7,000 gp

Catfolk	SOURCEPAGE:p.46
	CR:1/2
	XP:200
Catfolk ranger 1
	KIT:1|NG
	SIZE:M
	humanoid (catfolk)
	VISION:Low-Light Vision
Perception +2
DEFENSE
		BONUS:COMBAT|AC|
16, touch 13, flat-footed 13 (+3 armor, +3 Dex)
	MONSTERCLASS::
12 (1d10+2)
Fort +3, Ref +5, Will +0
OFFENSE
	MOVE:Walk,30
	NATURALATTACKS:,Natural.Melee.Weapon,*,
longsword +3 (1d8+2/19-20)
Ranged longbow +5 (1d8/3)

	Special Attacks:favored enemy (
	RACETYPE:Magical Beast
	s +2)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 14, Dex 17, Con 12, Int 8, Wis 11, Cha 12
Base Atk +1
CMB +3
CMD 16
Feats Weapon Focus (longbow)
Skills Climb +5, Handle Animal +5, Knowledge (nature) +3,
Perception +2, Stealth +8, Survival +6
Racial Modifiers +2
Perception, +2 Stealth, +2 Survival
	AUTO:LANG|Catfolk, Common
SQ cat's luck, sprinter, track +1, wild empathy +2
ECOLOGY
Environment any temperate or warm forest or plains, or urban
Organization solitary, pair, pride (3-12 plus 1 leader of 3rd
level and 1-4 cheetahs or leopards), or tribe (13-60 plus 50%
noncombatants and 1 subchief of 3rd level per 10 adults, and
1 chief of 6th level plus 6-12 cheetahs or leopards)
Treasure NPC gear (studded leather armor, longbow with 20
arrows, longsword, other treasure)
SPECIAL ABILITIES
Cat's Luck (Ex) Once per day when a catfolk makes a
Reflex saving throw, it can roll the saving throw twice
and take the better result. It must decide to use this
ability before the saving throw is attempted.
Sprinter (Ex) A catfolk gains a 10-foot racial bonus
to its speed when using the charge, run, or
withdraw actions.
Most catfolk are tribal hunter-gatherers
who dwell in harmony with nature, though some
tribes have acclimated well to urban environments. As
a culture, catfolk are loyal, generous, and amiable. They
like belonging to and being at harmony with a group
whose members work together to accomplish their needs
and wants. Tribal catfolk prefer for the most capable
societal members to lead, so every tribe has a council
of elevated subchiefs. A tribe's chief is usually the most
competent (and magically talented) member of that tribe.
Personal growth is part of catfolk culture, as is
expression as a means of personal exploration. Catfolk
have few taboos, and often exhibit harmless but strange
eccentricities. Individuals cultivate a wide range of
pursuits and self-expression, taking risks others might
label unwise. Most individual catfolk like to be the center
of attention, but not at the cost of group cohesion.
CATFOLK CHARACTERS
Catfolk have no racial Hit Dice, gaining their capabilities
from class levels. All catfolk have the following racial traits.
+2 Dexterity, -2 Wisdom, +2 Charisma: Catfolk are
agile and amiable, but they are known for their lack of
common sense and self-control.
Low-Light Vision: In dim light, catfolk can see twice
as far as humans.
Cat's Luck: See above.
Sprinter: See above.
Natural Hunter: Catfolk receive a +2 racial bonus on
Perception, Stealth, and Survival checks.
Languages: Catfolk speak Catfolk
and Common. A catfolk who
has a high Intelligence score
can choose from the following
bonus languages: Elven, Gnoll,
Gnome, Goblin,
Half ling, Orc,
and Sylvan.
47
Illustration by Carolina Eade
Caryatid Column-Catfolk
Caulborn	SOURCEPAGE:p.47
This creature has a split-jawed mouth, a hoodlike growth on its
head, and two hideously elongated fingers on each hand.
CAULBORN
	CR:7
	XP:3,200
	KIT:1|TN
	SIZE:M
	RACETYPE:Outsider
	RACESUBTYPE:Extraplanar
	VISION:blindsense 60 ft., Darkvision (60')|thoughtsense;
Perception +15
DEFENSE
		BONUS:COMBAT|AC|
19, touch 18, flat-footed 15 (+4 deflection, +4 Dex, +1|TYPE=NaturalArmor
	MONSTERCLASS::
76 (9d10+27)
Fort +6, Ref +8, Will +13
Defensive Abilities premonition, psychic deflection
Immune
visual effects
OFFENSE
	MOVE:Walk,30
	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +13 (2d6+3), 2 Claws +12 (1d6+3)

	Special Attacks:consume thoughts
Spell-Like Abilities (CL 7th
concentration +11)
Constant-detect magic, detect thoughts (DC 16),
read magic
3/day-charm monster (DC 18), daze monster
(DC 16), hold monster (DC 19), hypnotic
pattern (DC 16), vampiric touch (DC 17)
1/week-plane shift (willing targets only)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 16, Dex 19, Con 16, Int 25, Wis 20, Cha 19
Base Atk +9
CMB +12
CMD 30
Feats Combat CaSting, Combat
Expertise, Combat Reflexes,
Iron Will, Weapon Focus (Bite)
Skills Acrobatics +12, Appraise
+12, Bluff +14, Intimidate
+14, Knowledge (all) +14,
Perception +15, Sense
Motive +12, Stealth +11,
Use Magic Device +9
	AUTO:LANG|Abyssal, Aklo,
Aquan, Celestial, Common,
Draconic, Giant, Infernal;
telepathy 100 ft.
SQ cooperative scrying,
hive mind


48
Cecaelia	SOURCEPAGE:p.48

	CR:5
	XP:1,600
	KIT:1|CN
	SIZE:M
	
	RACETYPE:Monstrous Humanoid
		RACESUBTYPE:Aquatic
	
	VISION:Darkvision (60')|tentacle sense 10
Perception +1
DEFENSE
		BONUS:COMBAT|AC|
18, touch 14, flat-footed 14 (+4 Dex, +4|TYPE=NaturalArmor
	MONSTERCLASS::
45 (6d10+12)
Fort +4, Ref +9, Will +6
OFFENSE
	MOVE:Walk,30,Swim,40 ft., jet 200
	NATURALATTACKS:,Natural.Melee.Weapon,*,
mwk spear +11/+6 (1d8+4/?3), 2 tentacles +5 (1d4+1 plus grab)
Ranged mwk spear +12 (1d8+3/?3)
	FACE:5
	REACH:5 (10 ft. with tentacles)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 16, Dex 19, Con 14, Int 9, Wis 12, Cha 11
Base Atk +6
CMB +9 (+13 grapple)
CMD 23 (can't be tripped)
Feats Combat Reflexes, Weapon Focus (spear), Weapon
Focus (tentacles)
Skills Stealth +13, Survival +10, Swim +12
	AUTO:LANG|Aquan, Common
SQ amphibious


49

Ceratioidi	SOURCEPAGE:p.49
	CR:3
	XP:800
	KIT:1|TN
	SIZE:M
	
	RACETYPE:Monstrous Humanoid
		RACESUBTYPE:Aquatic
	
	VISION:Darkvision (60')|Low-Light Vision
Perception +9
DEFENSE
		BONUS:COMBAT|AC|
15, touch 10, flat-footed 15 (+5|TYPE=NaturalArmor
	MONSTERCLASS::
30 (4d10+8)
Fort +3, Ref +4, Will +6
Immune mind-affecting effects
OFFENSE
	MOVE:Walk,30,Swim,50
	NATURALATTACKS:,Natural.Melee.Weapon,*,
2 shortspears +8 (1d6+3) or
2 Slams +7 (1d4+3)
Ranged 2 shortspears +5 (1d6+3)

	Special Attacks:lure
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 17, Dex 10, Con 15, Int 15, Wis 14, Cha 12
Base Atk +4
CMB +7
CMD 17
Feats Ability Focus (lure), Weapon Focus (shortspear)
Skills Bluff +5, Intimidate +8, Perception +9, Sense
Motive +6, Stealth +7, Swim +10
	AUTO:LANG|Aquan, Common
SQ dual mind, primitive amphibian


50
Cerberi	SOURCEPAGE:p.50

	CR:6
	XP:2,400
	KIT:1|LE
	SIZE:M
	RACETYPE:Outsider
 (evil, extraplanar, lawful)
	VISION:soul scent
Perception +15
DEFENSE
		BONUS:COMBAT|AC|
18, touch 12, flat-footed 16 (+2 Dex, +6|TYPE=NaturalArmor
	MONSTERCLASS::
76 (8d10+32)
Fort +10, Ref +8, Will +4
OFFENSE
	MOVE:Walk,40
	NATURALATTACKS:,Natural.Melee.Weapon,*,
3 Bites +11 (1d6+4 plus cerberus's jaws)

	Special Attacks:rend (2 Bites, 1d6+4 or 3 Bites, 1d6+8)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 16, Dex 14, Con 19, Int 6, Wis 15, Cha 9
Base Atk +8
CMB +11
CMD 23 (27 vs. trip)
Feats Alertness, Combat Reflexes, Improved Initiative, Stand Still
Skills Acrobatics +13 (+17 when jumping), Perception +15, Sense
Motive +4, Stealth +13, Survival +10 (+14 when tracking
undead)
Racial Modifiers +4 Survival when tracking undead
	AUTO:LANG|Infernal (cannot speak)


51

Cerebric Fungus	SOURCEPAGE:p.51

	CR:3
	XP:800
	KIT:1|TN
	SIZE:M
	RACETYPE:Plant
	VISION:Darkvision (60')|Low-Light Vision
Perception +12
Aura unsettling appearance (60 ft., DC 14)
DEFENSE
		BONUS:COMBAT|AC|
15, touch 10, flat-footed 15 (+5|TYPE=NaturalArmor
	MONSTERCLASS::
30 (4d8+12)

	BONUS:VAR|FastHealingRate|2
Fort +7, Ref +1, Will +6
Defensive Abilities otherworldly mind
Immune plant traits,
Resist cold 5
Weaknesses vulnerable to sonic
OFFENSE
	MOVE:Walk,30
	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +5 (1d6+2), 2 tendrils +3 (1d4+1 plus pull)
	FACE:5
	REACH:5 (15 ft. with tendrils)

	Special Attacks:pull (tendril, 5 ft.), star-shriek
Spell-Like Abilities (CL 4th
concentration +6)
Constant-detect thoughts (DC 14)
At will-touch of madness (DC 14)
3/day-calm emotions (DC 14), touch of idiocy (DC 14)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 14, Dex 11, Con 16, Int 15, Wis 20, Cha 15
Base Atk +3
CMB +5
CMD 15 (21 vs. trip)
Feats Improved Initiative, Multiattack
Skills Bluff +6, Diplomacy +6, Perception +12, Stealth +7
	AUTO:LANG|telepathy 100 ft.






Clockwork Goliath	SOURCEPAGE:p.53

	CR:19
	XP:204,800
	KIT:1|TN
	SIZE:G
	construct (clockwork)
	VISION:Darkvision (60')|Low-Light Vision
Perception +0
DEFENSE
		BONUS:COMBAT|AC|
35, touch 13, flat-footed 28 (+5 Dex, +2 dodge, +22|TYPE=NaturalArmor,
-4 size)
	MONSTERCLASS::
214 (28d10+60)
Fort +9, Ref +16, Will +9

	DR:15/adamantine
Immune construct traits
Weaknesses vulnerable to electricity
OFFENSE
	MOVE:Walk,40
	NATURALATTACKS:,Natural.Melee.Weapon,*,
4 Slams +41 (3d6+17)
Ranged cannon +29/+24/+19/+14 (6d6/?4)
	FACE:20
	REACH:20 ft.

	Special Attacks:self-destruction, trample (3d6+25, DC 41)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 45, Dex 20, Con -, Int -, Wis 11, Cha 1
Base Atk +28
CMB +49
CMD 66
Feats Improved InitiativeB, Lightning ReflexesB
SQ swift reactions, winding



Clockwork Leviathan	SOURCEPAGE:p.54

	CR:12
	XP:19,200
	KIT:1|TN
	SIZE:H
	construct (clockwork)
	VISION:Darkvision (60')|Low-Light Vision
Perception +0
DEFENSE
		BONUS:COMBAT|AC|
28, touch 14, flat-footed 22 (+4 Dex, +2 dodge, +14|TYPE=NaturalArmor,
-2 size)
	MONSTERCLASS::
128 (16d10+40)
Fort +5, Ref +11, Will +5

	DR:10/adamantine
Immune fire, construct traits
Weaknesses vulnerable to electricity
OFFENSE
	MOVE:Walk,30,Swim,60
	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +25 (2d6+11), 2 Slam +25 (1d8+11 plus grab)
	FACE:15
	REACH:15

	Special Attacks:breath weapon (60-ft. line, 12d8 fire damage,
DC 18 for half, usable every 1d4 rounds, 3/day), grind,
swallow whole (2d8+16 slashing damage plus 2d6 fire
damage, 		BONUS:COMBAT|AC|
17, 20 hp)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 33, Dex 18, Con -, Int -, Wis 11, Cha 1
Base Atk +16
CMB +29 (+33 grapple)
CMD 45
(can't be tripped)
Feats Improved InitiativeB, Lightning ReflexesB
Skills Stealth +8 (+12 in water), Swim +19;
Racial Modifiers +12 Stealth (+16 in water)
SQ swift reactions, winding



Clockwork Servant	SOURCEPAGE:p.55

	CR:2
	XP:600
	KIT:1|TN
	SIZE:M
	construct (clockwork)
	VISION:Darkvision (60')|Low-Light Vision
Perception +0
DEFENSE
		BONUS:COMBAT|AC|
16, touch 14, flat-footed 12 (+2 Dex, +2 dodge, +2|TYPE=NaturalArmor
	MONSTERCLASS::
31 (2d10+20)

	BONUS:VAR|FastHealingRate|2
Fort +0, Ref +4, Will +0
Immune construct traits
Weaknesses vulnerable to electricity
OFFENSE
	MOVE:Walk,30
	NATURALATTACKS:,Natural.Melee.Weapon,*,
Slam +6 (1d4+6)
Ranged net +4 (entangle, see page 147 of the Core Rulebook)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 19, Dex 14, Con -, Int -, Wis 11, Cha 1
Base Atk +2
CMB +6
CMD 20
Feats Improved InitiativeB, Lightning ReflexesB
SQ repair clockwork, swift reactions, winding


Clockwork Soldier	SOURCEPAGE:p.56


	CR:6
	XP:2,400
	KIT:1|TN
	SIZE:M
	construct (clockwork)
	VISION:Darkvision (60')|Low-Light Vision
Perception +0
DEFENSE
		BONUS:COMBAT|AC|
20, touch 14, flat-footed 16 (+2 Dex, +2 dodge, +6|TYPE=NaturalArmor
	MONSTERCLASS::
64 (8d10+20)
Fort +2, Ref +6, Will +2

	DR:5/adamantine
Immune construct traits
Weaknesses vulnerable to electricity
OFFENSE
	MOVE:Walk,30
	NATURALATTACKS:,Natural.Melee.Weapon,*,
+1 halberd +18/+13 (1d10+13/?3)

	Special Attacks:latch
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 28, Dex 15, Con -, Int -, Wis 11, Cha 1
Base Atk +8
CMB +17 (+19 disarm)
CMD 31 (33
vs. disarm)
Feats Improved InitiativeB, Lightning ReflexesB
SQ efficient winding, proficient, standby, swift reactions




Clockwork Spy	SOURCEPAGE:p.57

	CR:1/2
	XP:200
	KIT:1|TN
	SIZE:T
	construct (clockwork)
	VISION:Darkvision (60')|Low-Light Vision
Perception +0
DEFENSE
		BONUS:COMBAT|AC|
15, touch 15, flat-footed 12 (+1 Dex, +2 dodge, +2 size)
	MONSTERCLASS::
5 (1d10)
Fort +0, Ref +3, Will +0
Immune construct traits
Weaknesses vulnerable to electricity
OFFENSE
	MOVE:Walk,30,Fly,30 ft. (clumsy)

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Slam +3 (1d2)

	Special Attacks:record audio, self-destruct
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 10, Dex 13, Con -, Int -, Wis 11, Cha 1
Base Atk +1
CMB +0
CMD 12
Feats Improved InitiativeB, Lightning ReflexesB
Skills Climb +2, Fly -3, Stealth +11
Racial Modifiers +2 Climb,
+2 Stealth
SQ swift reactions, winding


Cold Rider	SOURCEPAGE:p.58
	CR:8
	XP:4,800
	KIT:1|CE
	SIZE:M
	fey (cold)
	VISION:Darkvision (60')|Low-Light Vision
Perception +18
DEFENSE
		BONUS:COMBAT|AC|
21, touch 13, flat-footed 18 (+8 armor, +3 Dex)
	MONSTERCLASS::
97 (13d6+52)

	BONUS:VAR|FastHealingRate|5
Fort +8, Ref +11, Will +10
Defensive Abilities implements of ice
Immune cold
	SR:19
Weaknesses vulnerable to fire and sonic, susceptible to shatter
OFFENSE
	MOVE:Walk,30 ft.
icewalking

	NATURALATTACKS:,Natural.Melee.Weapon,*,
+2 icy burst glaive +12/+7 (1d10+6/?3 plus 1d6 cold) or
Gore +9 (2d6+3 plus 1d6 cold)
Spell-Like Abilities (CL 10th
concentration +13)
Constant-pass without trace
At will-chill metal (DC 15), deep slumber
(DC 16), ghost sound (DC 13), obscuring
mist, phantom steed, ray of frost
1/day-freedom of movement, ice storm
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 17, Dex 16, Con 18, Int 14, Wis 15, Cha 17
Base Atk +6
CMB +9
CMD 22
Feats Improved Initiative, Mounted Combat,
Ride-By Attack, Skill Focus (Ride), Spirited
Charge, Trample, Weapon Focus (glaive)
Skills Acrobatics +19, Handle Animal +16,
Intimidate +16, Knowledge (nature) +18,
Perception +18, Ride +22, Sense Motive
+18, Stealth +19
	AUTO:LANG|Common, Elven, Sylvan



Shipwrecker Crab	KEY:Crab (Shipwrecker)	SORTKEY:Crab	SOURCEPAGE:p.59
	CR:13
	XP:25,600
	KIT:1|TN
	SIZE:C
	RACETYPE:Vermin
	RACESUBTYPE:Aquatic
	
	VISION:Darkvision (60')
Perception +10
DEFENSE
		BONUS:COMBAT|AC|
27, touch 5, flat-footed 24 (+3 Dex, +22|TYPE=NaturalArmor, -8 size)
	MONSTERCLASS::
189 (14d8+126)
Fort +18, Ref +7, Will +6
Immune mind-affecting effects
OFFENSE
	MOVE:Walk,30,Swim,40
	NATURALATTACKS:,Natural.Melee.Weapon,*,
2 Claws +16 (2d8+21 plus grab)
	FACE:30
	REACH:30 ft.

	Special Attacks:constrict (2d8+21)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 38, Dex 16, Con 28, Int -, Wis 14, Cha 5
Base Atk +10
CMB +32 (+36 grapple)
CMD 45 (61 vs. trip)
Skills Perception +10, Swim +22
SQ powerful Claws


Shark-Eating Crab	KEY:Crab (Shark-Eating)	SORTKEY:Crab	SOURCEPAGE:p.59

	CR:7
	XP:3,200
	KIT:1|TN
	SIZE:H
	RACETYPE:Vermin
	RACESUBTYPE:Aquatic
	VISION:Darkvision (60')
		BONUS:COMBAT|AC|
20, touch 10, flat-footed 18 (+2 Dex, +10|TYPE=NaturalArmor, -2 size)
	MONSTERCLASS::
84 (8d8+48)
Fort +12, Ref +4, Will +3
Immune mind-affecting effects
OFFENSE
	MOVE:Walk,30,Swim,60
	NATURALATTACKS:,Natural.Melee.Weapon,*,
2 Claws +13 (1d8+9 plus grab)
	FACE:15
	REACH:15

	Special Attacks:constrict (1d8+9), darting claw
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 29, Dex 14, Con 22, Int -, Wis 12, Cha 2
Base Atk +6
CMB +17 (+21 grapple)
CMD 29 (41 vs. trip)
Skills Perception +5, Swim +17
Racial Modifiers +4 Perception
SQ water dependency


Cyclops, Great	KEY:Cyclops (Great)	SORTKEY:Cyclops	SOURCEPAGE:p.60

	CR:12
	XP:19,200
	KIT:1|CE
	SIZE:H
	humanoid (giant)
	VISION:Low-Light Vision
Perception +22
DEFENSE
		BONUS:COMBAT|AC|
26, touch 9, flat-footed 25 (+4 armor, +1 Dex, +13|TYPE=NaturalArmor,
-2 size)
	MONSTERCLASS::
195 (17d8+119)
Fort +12, Ref +6, Will +14
OFFENSE
	MOVE:Walk,50
	NATURALATTACKS:,Natural.Melee.Weapon,*,
mwk greatclub +24/+19/+14 (3d8+19), Gore +17 (1d8+6) or
Gore +23 (1d8+13), 2 Slams +23 (2d6+13)
Ranged rock +11 (2d6+19)
	FACE:15
	REACH:15

	Special Attacks:powerful charge (Gore, 4d8+24), rock
throwing (120 ft.)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
