# CVS $Revision$ $Author$ -- Tue Sep  4 07:13:30 2012 -- reformated by prettylst.pl v1.39 (build 15052)
# All Material Used from this Web Site - http://www.d20pfsrd.com/classes/core-classes/wizard/archetypes/paizo---wizard-archetypes/spellslinger
# ORIGINAL ENTRY: Andrew Maitland (LegacyKing)
# ORIGINAL ENTRY DATE: 2012-02-03

###Block: Alchemist ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name			Unique Key							Category of Ability		Type							Description																																																																																																																																											Source Page
BEASTMORPH				KEY:Alchemist Archetype ~ BEASTMORPH		CATEGORY:Archetype		TYPE:Archetype.AlchemistArchetype.AlchemistSwiftAlchemy.AlchemistPoisonResistance.AlchemistPoisonResistance4.AlchemistPoisonResistance6.AlchemistPoisonImmunity.AlchemistPersistentMutagen		PRECLASS:1,Alchemist=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Alchemist Archetype ~ BEASTMORPH],[!PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftAlchemy,TYPE.AlchemistPoisonResistance,TYPE.AlchemistPoisonResistance4,TYPE.AlchemistPoisonResistance6,TYPE.AlchemistPoisonImmunity,TYPE.AlchemistPersistentMutagen]	DESC:Beastmorphs study the anatomy of monsters, learning how they achieve their strange powers. They use their knowledge to duplicate these abilities, but at the cost of taking on inhuman shapes when they use mutagens.																																																																																																								SOURCEPAGE:p.24	ABILITY:Special Ability|AUTOMATIC|Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=3	ABILITY:Special Ability|AUTOMATIC|Improved Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=6	ABILITY:Special Ability|AUTOMATIC|Greater Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=10	ABILITY:Special Ability|AUTOMATIC|Grand Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=14	ABILITY:Special Ability|AUTOMATIC|Discoveries ~ Alchemist
#
Armored Swiftness			KEY:Armored Swiftness ~ ARMORED HULK			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 2nd level, an armored hulk moves faster in medium and heavy armor. When wearing medium or heavy armor, an armored hulk can move 5 feet faster than normal, to a maximum of her speed. This ability replaces uncanny dodge.																																																																																																																																																																			SOURCEPAGE:p.28
Resilience of Steel		KEY:Resilience of Steel ~ ARMORED HULK			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 3rd level, an armored hulk is able to use her armor to help avoid deadly hits. While wearing heavy armor, she gains a +1 bonus to AC that applies only on critical hit confirmation rolls. This bonus increases by +1 every 3 levels beyond 3rd (maximum +6 at 18th level). This ability replaces trap sense.																																																																																																																																																					SOURCEPAGE:p.28
Improved Armored Swiftness	KEY:Improved Armored Swiftness ~ ARMORED HULK		CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 5th level, an armored hulk's land speed is faster than the norm for her race by +10 feet. This benefit applies when she is wearing any armor, including heavy armor, but not while carrying a heavy load. Apply this bonus before modifying the armored hulk's speed because of any load carried or armor worn. This bonus stacks with any other bonuses to the barbarian's land speed. This ability replaces improved uncanny dodge.																																																																																																																																	SOURCEPAGE:p.29
Rage Powers				KEY:Rage Powers ~ ARMORED HULK				CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype			DESC:The following rage powers complement the armored hulk archetype - boasting taunt**, greater guarded life*, guarded life**, guarded stance, increased damage reduction, no escape, overbearing advance**, overbearing onslaught**, reflexive dodge*, rolling dodge, and unexpected strike.																																																																																																																																																																																													SOURCEPAGE:p.29	

SCARRED RAGER			KEY:Barbarian Archetype ~ SCARRED RAGER			CATEGORY:Archetype		TYPE:Archetype.BarbarianArchetype.BarbarianFastMovement.BarbarianUncannyDodge.BarbarianTrapSense	PRECLASS:1,Barbarian=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Barbarian Archetype ~ SCARRED RAGER],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BarbarianFastMovement,TYPE.BarbarianUncannyDodge,TYPE.BarbarianTrapSense]	DESC:Some barbarians wear marks of prowess and savagery upon their bodies. The scarred rager believes each wound tells the tales of her prowess and bravery. She augments these ragged trophies with brands and tattoos in order to win the notice and favor of her gods, ancestors, or totem spirits. The scarred rager's gnarled and exotic appearance terrifies civilized onlookers, but is awe-inspiring to her savage kin.																																																																																																																																			SOURCEPAGE:p.29	ABILITY:Special Ability|AUTOMATIC|Terrifying Visage ~ SCARRED RAGER|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Tolerance ~ SCARRED RAGER|PRECLASS:1,Barbarian=2	ABILITY:Special Ability|AUTOMATIC|Scarification ~ SCARRED RAGER|PRECLASS:1,Barbarian=3	ABILITY:Special Ability|AUTOMATIC|Improved Tolerance ~ SCARRED RAGER|PRECLASS:1,Barbarian=5	ABILITY:Special Ability|AUTOMATIC|Rage Powers ~ SCARRED RAGER|PRECLASS:1,Barbarian=1
#
Terrifying Visage			KEY:Terrifying Visage ~ SCARRED RAGER			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:A scarred rager adds 1/2 her barbarian level on Intimidate checks against humanoids who are not members of barbarian tribes. When dealing with barbarians, the scarred rager may choose to add this bonus on Diplomacy checks instead. The DC of any fear effect created by the scarred rager also increases by 1. This ability replaces fast movement.																																																																																																																																														SOURCEPAGE:p.29
Tolerance				KEY:Tolerance ~ SCARRED RAGER					CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 2nd level, a scarred rager who fails a save against an effect that causes her to become nauseated, sickened, fatigued, or exhausted can make a second save to negate the effect on the start of her next turn. Only one additional save is allowed. If the effect does not allow a saving throw, its duration is halved instead (minimum of 1 round). This ability replaces uncanny dodge.																																																																																																																																								SOURCEPAGE:p.29
Scarification			KEY:Scarification ~ SCARRED RAGER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 3rd level, a scarred rager can ignore 1 point of bleed damage per round. This amount increases by 1 every three levels beyond 3rd. At 15th level, a scarred rager can ignore 1 bleed effect each round. This ability replaces trap sense.																																																																																																																																																																SOURCEPAGE:p.29
Improved Tolerance		KEY:Improved Tolerance ~ SCARRED RAGER			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 5th level, a scarred rager's tolerance ability also applies to effects that would cause her to become dazed, frightened, shaken, or stunned. This replaces improved uncanny dodge.																																																																																																																																																																									SOURCEPAGE:p.29
Rage Powers				KEY:Rage Powers ~ SCARRED RAGER				CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:The following rage powers complement the scarred rager archetype - auspicious mark*, body bludgeon*, come and get me**, increased damage reduction, inspire ferocity**, internal fortitude, intimidating glare, reckless abandon**, regenerative vigor*, renewed life*, renewed vigor, renewed vitality*, roused anger, and terrifying howl.																																																																																																																																																SOURCEPAGE:p.29

SEA REAVER				KEY:Barbarian Archetype ~ SEA REAVER			CATEGORY:Archetype		TYPE:Archetype.BarbarianArchetype.BarbarianFastMovement.BarbarianUncannyDodge.BarbarianTrapSense.BarbarianImprovedUncannyDodge	PRECLASS:1,Barbarian=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Barbarian Archetype ~ SEA REAVER],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BarbarianFastMovement,TYPE.BarbarianUncannyDodge,TYPE.BarbarianTrapSense,TYPE.BarbarianImprovedUncannyDodge]	DESC:Not all barbarians hunt forests, plains, and mountains. Some are raiding terrors on the sea and coasts, pillaging those who hoard treasure and pursuing monsters of the deep. Some sea reavers are no more than hunters of the open sea, while others are raiders striking fear into coastal settlements within reach of the sea reavers' longships.																																																																																																																																															SOURCEPAGE:p.29	ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ SEA REAVER|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Marine Terror ~ SEA REAVER|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Eyes of the Storm ~ SEA REAVER|PRECLASS:1,Barbarian=2	ABILITY:Special Ability|AUTOMATIC|Savage Sailor ~ SEA REAVER|PRECLASS:1,Barbarian=3	ABILITY:Special Ability|AUTOMATIC|Sure-Footed ~ SEA REAVER|PRECLASS:1,Barbarian=5	ABILITY:Special Ability|AUTOMATIC|Rage Powers ~ SEA REAVER|PRECLASS:1,Barbarian=1
#
Weapon and Armor Proficiency	KEY:Weapon and Armor Proficiency ~ SEA REAVER		CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:A sea reaver is not proficient with medium armor.																																																																																																																																																																																															SOURCEPAGE:p.30
Marine Terror			KEY:Marine Terror ~ SEA REAVER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:A sea reaver can hold her breath for a number of rounds equal to four times her Constitution score. In addition, a sea reaver can move normally though squares of standing water or bog that is 1 foot deep. It does not cost her extra movement to traverse these terrains. Lastly, a sea reaver ignores the normal cover bonus to AC when attacking creatures that are partially immersed in water. This ability replaces fast movement.																																																																																																																																	SOURCEPAGE:p.30
Eyes of the Storm			KEY:Eyes of the Storm ~ SEA REAVER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 2nd level, a sea reaver ignores any concealment provided by fog, rain, sleet, mist, wind, or other weather effects that is less than total concealment, and any penalties weather applies on Perception checks are halved. This ability replaces uncanny dodge.																																																																																																																																																													SOURCEPAGE:p.30
Savage Sailor			KEY:Savage Sailor ~ SEA REAVER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 3rd level, a sea reaver gains a +1 bonus on Acrobatics, Climb, Profession (sailor), Survival, and Swim checks made in aquatic terrain, including aboard a ship or along shorelines. These bonuses improve by +1 every three levels after 3rd. This ability replaces trap sense.																																																																																																																																																										SOURCEPAGE:p.30
Sure-Footed				KEY:Sure-Footed ~ SEA REAVER					CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 5th level, a sea reaver takes no penalties when moving across slick surfaces, whether natural or magical (e.g., grease, ice storm, and sleet storm). She is not at risk of falling, is not denied her Dexterity bonus when moving across such areas, and does not treat them as difficult terrain. This ability replaces improved uncanny dodge.																																																																																																																																															SOURCEPAGE:p.30
